12,1000000,510000,416,
12,1000000,520000,413,
12,1000000,530000,407,
12,1000000,540000,410,
12,1000000,550000,416,
12,1000000,560000,415,
12,1000000,570000,408,
12,1000000,580000,410,
12,1000000,590000,417,
12,1000000,600000,413,
12,1000000,610000,409,
12,1000000,620000,413,
12,1000000,630000,407,
12,1000000,640000,418,
12,1000000,650000,414,
12,1000000,660000,410,
12,1000000,670000,413,
12,1000000,680000,409,
12,1000000,690000,410,
12,1000000,700000,407,
12,1000000,710000,414,
12,1000000,720000,420,
12,1000000,730000,415,
12,1000000,740000,404,
12,1000000,750000,411,
12,1000000,760000,414,
12,1000000,770000,407,
12,1000000,780000,406,
12,1000000,790000,409,
12,1000000,800000,403,
12,1000000,810000,411,
12,1000000,820000,412,
12,1000000,830000,409,
12,1000000,840000,410,
12,1000000,850000,417,
12,1000000,860000,411,
12,1000000,870000,413,
12,1000000,880000,416,
12,1000000,890000,413,
12,1000000,900000,419,
12,1000000,910000,414,
12,1000000,920000,415,
12,1000000,930000,409,
12,1000000,940000,413,
12,1000000,950000,425,
12,1000000,960000,415,
12,1000000,970000,417,
12,1000000,980000,413,
12,1000000,990000,422,
12,1000000,1000000,418,
12,2000000,510000,603,
12,2000000,520000,586,
12,2000000,530000,630,
12,2000000,540000,576,
12,2000000,550000,590,
12,2000000,560000,586,
12,2000000,570000,590,
12,2000000,580000,597,
12,2000000,590000,585,
12,2000000,600000,610,
12,2000000,610000,592,
12,2000000,620000,588,
12,2000000,630000,602,
12,2000000,640000,608,
12,2000000,650000,595,
12,2000000,660000,601,
12,2000000,670000,595,
12,2000000,680000,588,
12,2000000,690000,609,
12,2000000,700000,599,
12,2000000,710000,605,
12,2000000,720000,608,
12,2000000,730000,603,
12,2000000,740000,598,
12,2000000,750000,592,
12,2000000,760000,605,
12,2000000,770000,619,
12,2000000,780000,593,
12,2000000,790000,589,
12,2000000,800000,589,
12,2000000,810000,598,
12,2000000,820000,591,
12,2000000,830000,580,
12,2000000,840000,584,
12,2000000,850000,598,
12,2000000,860000,602,
12,2000000,870000,590,
12,2000000,880000,578,
12,2000000,890000,585,
12,2000000,900000,593,
12,2000000,910000,595,
12,2000000,920000,585,
12,2000000,930000,594,
12,2000000,940000,585,
12,2000000,950000,605,
12,2000000,960000,599,
12,2000000,970000,598,
12,2000000,980000,581,
12,2000000,990000,580,
12,2000000,1000000,579,
12,3000000,510000,763,
12,3000000,520000,743,
12,3000000,530000,754,
12,3000000,540000,738,
12,3000000,550000,725,
12,3000000,560000,746,
12,3000000,570000,735,
12,3000000,580000,744,
12,3000000,590000,731,
12,3000000,600000,726,
12,3000000,610000,736,
12,3000000,620000,734,
12,3000000,630000,732,
12,3000000,640000,732,
12,3000000,650000,768,
12,3000000,660000,752,
12,3000000,670000,751,
12,3000000,680000,742,
12,3000000,690000,741,
12,3000000,700000,731,
12,3000000,710000,730,
12,3000000,720000,746,
12,3000000,730000,737,
12,3000000,740000,724,
12,3000000,750000,752,
12,3000000,760000,880,
12,3000000,770000,886,
12,3000000,780000,886,
12,3000000,790000,891,
12,3000000,800000,889,
12,3000000,810000,880,
12,3000000,820000,897,
12,3000000,830000,881,
12,3000000,840000,879,
12,3000000,850000,885,
12,3000000,860000,891,
12,3000000,870000,878,
12,3000000,880000,884,
12,3000000,890000,888,
12,3000000,900000,878,
12,3000000,910000,888,
12,3000000,920000,878,
12,3000000,930000,883,
12,3000000,940000,890,
12,3000000,950000,876,
12,3000000,960000,893,
12,3000000,970000,887,
12,3000000,980000,879,
12,3000000,990000,895,
12,3000000,1000000,884,
12,4000000,510000,1031,
12,4000000,520000,1009,
12,4000000,530000,992,
