2,1000000,510000,587,
2,1000000,520000,423,
2,1000000,530000,432,
2,1000000,540000,424,
2,1000000,550000,423,
2,1000000,560000,430,
2,1000000,570000,418,
2,1000000,580000,422,
2,1000000,590000,427,
2,1000000,600000,415,
2,1000000,610000,423,
2,1000000,620000,426,
2,1000000,630000,430,
2,1000000,640000,429,
2,1000000,650000,428,
2,1000000,660000,423,
2,1000000,670000,428,
2,1000000,680000,425,
2,1000000,690000,426,
2,1000000,700000,440,
2,1000000,710000,436,
2,1000000,720000,424,
2,1000000,730000,440,
2,1000000,740000,413,
2,1000000,750000,425,
2,1000000,760000,420,
2,1000000,770000,416,
2,1000000,780000,421,
2,1000000,790000,434,
2,1000000,800000,424,
2,1000000,810000,426,
2,1000000,820000,429,
2,1000000,830000,434,
2,1000000,840000,431,
2,1000000,850000,419,
2,1000000,860000,436,
2,1000000,870000,415,
2,1000000,880000,424,
2,1000000,890000,428,
2,1000000,900000,426,
2,1000000,910000,422,
2,1000000,920000,444,
2,1000000,930000,428,
2,1000000,940000,429,
2,1000000,950000,423,
2,1000000,960000,427,
2,1000000,970000,428,
2,1000000,980000,428,
2,1000000,990000,421,
2,1000000,1000000,417,
2,2000000,510000,628,
2,2000000,520000,665,
2,2000000,530000,650,
2,2000000,540000,636,
2,2000000,550000,628,
2,2000000,560000,632,
2,2000000,570000,629,
2,2000000,580000,634,
2,2000000,590000,634,
2,2000000,600000,630,
2,2000000,610000,616,
2,2000000,620000,613,
2,2000000,630000,620,
2,2000000,640000,610,
2,2000000,650000,617,
2,2000000,660000,631,
2,2000000,670000,615,
2,2000000,680000,619,
2,2000000,690000,616,
2,2000000,700000,614,
2,2000000,710000,623,
2,2000000,720000,626,
2,2000000,730000,621,
2,2000000,740000,636,
2,2000000,750000,610,
2,2000000,760000,612,
2,2000000,770000,623,
2,2000000,780000,602,
2,2000000,790000,613,
2,2000000,800000,602,
2,2000000,810000,616,
2,2000000,820000,605,
2,2000000,830000,600,
2,2000000,840000,602,
2,2000000,850000,618,
2,2000000,860000,617,
2,2000000,870000,613,
2,2000000,880000,629,
2,2000000,890000,606,
2,2000000,900000,606,
2,2000000,910000,596,
2,2000000,920000,600,
2,2000000,930000,605,
2,2000000,940000,597,
2,2000000,950000,603,
2,2000000,960000,604,
2,2000000,970000,612,
2,2000000,980000,612,
2,2000000,990000,620,
2,2000000,1000000,607,
2,3000000,510000,757,
2,3000000,520000,778,
2,3000000,530000,777,
2,3000000,540000,757,
2,3000000,550000,780,
2,3000000,560000,774,
2,3000000,570000,775,
2,3000000,580000,770,
2,3000000,590000,775,
2,3000000,600000,774,
2,3000000,610000,768,
2,3000000,620000,802,
2,3000000,630000,788,
2,3000000,640000,763,
2,3000000,650000,766,
2,3000000,660000,796,
2,3000000,670000,770,
2,3000000,680000,766,
2,3000000,690000,775,
2,3000000,700000,770,
2,3000000,710000,763,
2,3000000,720000,765,
2,3000000,730000,765,
2,3000000,740000,779,
2,3000000,750000,754,
2,3000000,760000,927,
2,3000000,770000,924,
2,3000000,780000,905,
2,3000000,790000,910,
2,3000000,800000,916,
2,3000000,810000,914,
2,3000000,820000,918,
